Title,Address,Rent Price,Surface,Rooms,Interior Status,Agency,Contact,Link
Apartment Weteringschans,1017 RW Amsterdam (De Weteringschans),"2,200 ",70 ,3 ,Upholstered,Great Expatation,/real-estate-agents/amsterdam-duivendrecht/great-expatation,https://www.pararius.com/apartment-for-rent/amsterdam/2e41a9fd/weteringschans
Apartment Bankastraat,1094 EB Amsterdam (Indische Buurt West),"1,600 ",60 ,2 ,Undefined,I AM REAL ESTATE,+31202103333,https://www.pararius.com/apartment-for-rent/amsterdam/6dbc1af3/bankastraat
Apartment Ertskade 22,1019 BB Amsterdam (Oostelijk Havengebied),"2,400 ",138 ,4 ,Upholstered,LIV Residential,/real-estate-agents/amsterdam/liv-residential-amsterdam-4,https://www.pararius.com/apartment-for-rent/amsterdam/860becc2/ertskade
Apartment Osdorpplein,1068 TD Amsterdam (Osdorp-Oost),"1,650 ",65 ,2 ,Undefined,Rebid,/real-estate-agents/amsterdam/rebid,https://www.pararius.com/apartment-for-rent/amsterdam/25267426/osdorpplein
House Leidsegracht,1016 CP Amsterdam (Grachtengordel-West),"6,000 ",201 ,6 ,Undefined,Heeren Makelaars B.V.,+31204702255,https://www.pararius.com/house-for-rent/amsterdam/8b7f3e6f/leidsegracht
Apartment Reyer Anslostraat 19 hs,1054 KT Amsterdam (Overtoomse Sluis),"2,850 ",103 ,3 ,Undefined,Raadsheer Baart,+31206830924,https://www.pararius.com/apartment-for-rent/amsterdam/b5bd6bd1/reyer-anslostraat
Apartment Volewijkshof 33,1031 AG Amsterdam (Volewijck),"1,600 ",75 ,3 ,Undefined,Hoen Vastgoedbeheer,+31203054477,https://www.pararius.com/apartment-for-rent/amsterdam/312e3d38/volewijkshof
Apartment Ophemerthof,1106 VS Amsterdam (Holendrecht/Reigersbos),"1,600 ",70 ,3 ,Furnished,Verhuurmakelaar Bas,+31850600478,https://www.pararius.com/apartment-for-rent/amsterdam/fd3eca9d/ophemerthof
Apartment Kastelenstraat 307 3,1082 EH Amsterdam (Buitenveldert-West),"1,650 ",75 ,3 ,Undefined,Heimstaden,+31207230920,https://www.pararius.com/apartment-for-rent/amsterdam/6fecc4e5/kastelenstraat
Apartment Lorreinenstraat 8 H,1055 CZ Amsterdam (Erasmuspark),"2,150 ",85 ,3 ,Furnished,The Tenants Group,/real-estate-agents/amsterdam/the-tenants-group,https://www.pararius.com/apartment-for-rent/amsterdam/15834fc1/lorreinenstraat
Apartment Kuipersstraat,1074 EK Amsterdam (Nieuwe Pijp),"2,850 ",77 ,3 ,Upholstered,A Plus Apartments,+31204422170,https://www.pararius.com/apartment-for-rent/amsterdam/7331149a/kuipersstraat
Apartment Jan Evertsenstraat,1056 EG Amsterdam (Van Galenbuurt),"1,595 ",49 ,3 ,Upholstered,Expathousing.com (Amsterdam),+31206622366,https://www.pararius.com/apartment-for-rent/amsterdam/2adaf3b5/jan-evertsenstraat
Apartment Cornelis Vermuydenstraat,1018 RN Amsterdam (Oostelijke Eilanden/Kadijken),"2,200 ",75 ,3 ,Furnished,Valkenet Vastgoed,+31302072739,https://www.pararius.com/apartment-for-rent/amsterdam/e066f184/cornelis-vermuydenstraat
Apartment Derde Helmersstraat,1054 BM Amsterdam (Helmersbuurt),"4,000 ",122 ,4 ,Upholstered,Michiel Stolker Real Estate,+31640940924,https://www.pararius.com/apartment-for-rent/amsterdam/825c03a5/derde-helmersstraat
Apartment Oostenburgergracht 57 B,1018 NB Amsterdam (Oostelijke Eilanden/Kadijken),"2,650 ",80 ,3 ,Furnished,Oei Housing Amsterdam - Expat Apartments,+31619015919,https://www.pararius.com/apartment-for-rent/amsterdam/2c7f6431/oostenburgergracht
House Van Reigersbergenstraat,1052 WG Amsterdam (Frederik Hendrikbuurt),"1,700 ",77 ,3 ,Furnished,City Homes,+31206250071,https://www.pararius.com/house-for-rent/amsterdam/4075352c/van-reigersbergenstraat
House Lijnbaansgracht,1015 GS Amsterdam (Jordaan),"2,300 ",57 ,3 ,Furnished,Hoofdstad Makelaars,+31206715150,https://www.pararius.com/house-for-rent/amsterdam/71f68fe4/lijnbaansgracht
House Plantage Muidergracht,1018 TM Amsterdam (Weesperbuurt/Plantage),"1,850 ",55 ,2 ,Undefined,Rebid,/real-estate-agents/amsterdam/rebid,https://www.pararius.com/house-for-rent/amsterdam/80033d04/plantage-muidergracht
Apartment Kerkstraat,1017 HX Amsterdam (Grachtengordel-Zuid),"2,400 ",70 ,3 ,Furnished,Amsterdam Rentals,+31206207818,https://www.pararius.com/apartment-for-rent/amsterdam/6decdec6/kerkstraat
Apartment Eerste Helmersstraat 289 2,1054 EA Amsterdam (Overtoomse Sluis),"3,100 ",70 ,3 ,Furnished,Expat Rental Scout,+31207609303,https://www.pararius.com/apartment-for-rent/amsterdam/47fa0908/eerste-helmersstraat
Apartment Mercatorstraat 38 3,1056 RH Amsterdam (Van Galenbuurt),"1,850 ",65 ,3 ,Furnished,De Nieuwe Verhuurmakelaar,+31202117164,https://www.pararius.com/apartment-for-rent/amsterdam/77eefafa/mercatorstraat
House Leidsegracht,1017 NC Amsterdam (De Weteringschans),"2,000 ",120 ,3 ,Upholstered,Koops Makelaardij Amsterdam,+31208208947,https://www.pararius.com/house-for-rent/amsterdam/bdfeca4f/leidsegracht
House Herengracht 315,1016 AV Amsterdam (Grachtengordel-West),"3,250 ",170 ,4 ,Upholstered,Parker & Williams Real Estate Services,+31206750202,https://www.pararius.com/house-for-rent/amsterdam/183f7491/herengracht
Apartment Hoofdweg,1058 BC Amsterdam (Westindische Buurt),"3,000 ",155 ,6 ,Upholstered,Out Amsterdam,+31208118850,https://www.pararius.com/apartment-for-rent/amsterdam/1c7e95c0/hoofdweg
House Pythagorasstraat,1098 GB Amsterdam (Middenmeer),"3,250 ",106 ,4 ,Upholstered,Aham Vastgoed,+31205244322,https://www.pararius.com/house-for-rent/amsterdam/ca09e5ee/pythagorasstraat
Apartment Ceintuurbaan,1074 CZ Amsterdam (Oude Pijp),"3,250 ",178 ,5 ,Undefined,Engel en Volkers Amsterdam Centrum,+31202622118,https://www.pararius.com/apartment-for-rent/amsterdam/728b6f84/ceintuurbaan
Apartment Javastraat,1094 HN Amsterdam (Indische Buurt West),"1,750 ",46 ,2 ,Furnished,Hoofdstad Makelaars,+31206715150,https://www.pararius.com/apartment-for-rent/amsterdam/8674fa7d/javastraat
Apartment Pieter Calandlaan,1060 TX Amsterdam (Middelveldsche Akerpolder),"2,250 ",96 ,4 ,Furnished,Rotsvast Amsterdam,+31206627662,https://www.pararius.com/apartment-for-rent/amsterdam/bc4ae517/pieter-calandlaan
Apartment Marnixstraat 198 3,1016 TJ Amsterdam (Jordaan),"2,600 ",119 ,3 ,Furnished,Inter Immo Amsterdam,+31203317567,https://www.pararius.com/apartment-for-rent/amsterdam/9627f381/marnixstraat
Apartment Lauriergracht 92 H,1016 RN Amsterdam (Jordaan),"4,350 ",150 ,5 ,Furnished,Urban Homies,+31202617463,https://www.pararius.com/apartment-for-rent/amsterdam/e26f7454/lauriergracht
Apartment Herengracht,1016 BH Amsterdam (Grachtengordel-West),"2,850 ",123 ,3 ,Furnished,Inter Immo Amsterdam,+31203317567,https://www.pararius.com/apartment-for-rent/amsterdam/3a0773fe/herengracht
Apartment Admiraal De Ruijterweg 89 3,1056 ET Amsterdam (Geuzenbuurt),"1,800 ",63 ,2 ,Furnished,ViaDaan,/real-estate-agents/eindhoven/viadaan-nijmegen,https://www.pararius.com/apartment-for-rent/amsterdam/d4183532/admiraal-de-ruijterweg
House Singel 377,1012 WL Amsterdam (Burgwallen-Nieuwe Zijde),"3,450 ",115 ,4 ,Upholstered or furnished,Rossetti Residence,+31615208369,https://www.pararius.com/house-for-rent/amsterdam/b0878be0/singel
Apartment Admiraliteitstraat,1018 KP Amsterdam (Oostelijke Eilanden/Kadijken),"1,675 ",60 ,2 ,Upholstered,Expathousing.com (Amsterdam),+31206622366,https://www.pararius.com/apartment-for-rent/amsterdam/8d2012ee/admiraliteitstraat
House Willemskerkestraat,1069 AA Amsterdam (Osdorp-Midden),"2,995 ",138 ,7 ,Furnished,ESTATEC,+31616878322,https://www.pararius.com/house-for-rent/amsterdam/187e65e7/willemskerkestraat
Apartment Bilderdijkstraat,1053 KN Amsterdam (Da Costabuurt),"2,650 ",120 ,3 ,Upholstered,City Housing Amsterdam,+31202600019,https://www.pararius.com/apartment-for-rent/amsterdam/6e9fefd0/bilderdijkstraat
Apartment Valkenburgerstraat 132 F,1011 NA Amsterdam (Nieuwmarkt/Lastage),"3,150 ",95 ,3 ,Furnished,IdealEstate Housing Consultancy,+31206120760,https://www.pararius.com/apartment-for-rent/amsterdam/345a77de/valkenburgerstraat
Apartment George Gershwinlaan 46,1082 MT Amsterdam (Zuidas),"3,250 ",80 ,3 ,Furnished,Listings,+31614499787,https://www.pararius.com/apartment-for-rent/amsterdam/40ad9a36/george-gershwinlaan
Apartment Kromme-Mijdrechtstraat,1079 KP Amsterdam (Rijnbuurt),"2,750 ",75 ,3 ,Upholstered,Infinitas Real Estate,+31707113811,https://www.pararius.com/apartment-for-rent/amsterdam/3e6d621b/kromme-mijdrechtstraat
Apartment Oostenburgervoorstraat,1018 MN Amsterdam (Oostelijke Eilanden/Kadijken),"2,975 ",130 ,4 ,Furnished,Expathousing.com (Amsterdam),+31206622366,https://www.pararius.com/apartment-for-rent/amsterdam/6895858c/oostenburgervoorstraat
Apartment Lindengracht,1015 KJ Amsterdam (Jordaan),"4,000 ",210 ,6 ,Upholstered,"Urban Homies,                                                                                 Haagen & Partners",+31202617463,https://www.pararius.com/apartment-for-rent/amsterdam/bf2286d1/lindengracht
House Genhoes 4,1082 BC Amsterdam (Buitenveldert-West),"14,000 ",342 ,8 ,Upholstered,Broersma Makelaardij,+31203059777,https://www.pararius.com/house-for-rent/amsterdam/c2d77809/genhoes
Studio Ferdinand Bolstraat,1072 LJ Amsterdam (Oude Pijp),"1,800 ",40 ,1 room,Undefined,My Amsterdam Apartments,+31629391700,https://www.pararius.com/studio-for-rent/amsterdam/aa45e9b1/ferdinand-bolstraat
Apartment Saxenburgerstraat,1054 KM Amsterdam (Overtoomse Sluis),"3,250 ",116 ,4 ,Furnished,Inter Immo Amsterdam,+31203317567,https://www.pararius.com/apartment-for-rent/amsterdam/6d9615f7/saxenburgerstraat
Apartment Nieuwe Leliestraat,1015 SX Amsterdam (Jordaan),"2,450 ",73 ,2 ,Furnished,Inter Immo Amsterdam,+31203317567,https://www.pararius.com/apartment-for-rent/amsterdam/0641b019/nieuwe-leliestraat
Apartment Kromme-Mijdrechtstraat,1079 KP Amsterdam (Rijnbuurt),"2,000 ",80 ,2 ,Furnished,HB Housing,+31206170379,https://www.pararius.com/apartment-for-rent/amsterdam/aeb46148/kromme-mijdrechtstraat
Apartment Van Tuyll van Serooskerkenweg 62 1,1076 JN Amsterdam (Stadionbuurt),"2,400 ",80 ,3 ,Furnished,ViaDaan,/real-estate-agents/eindhoven/viadaan-nijmegen,https://www.pararius.com/apartment-for-rent/amsterdam/4323effa/van-tuyll-van-serooskerkenweg
Apartment Brouwersgracht,1013 HC Amsterdam (Haarlemmerbuurt),"3,000 ",101 ,3 ,Furnished,Brixt,+31208545363,https://www.pararius.com/apartment-for-rent/amsterdam/94e6ba37/brouwersgracht
Apartment J.F. van Hengelstraat,1019 DC Amsterdam (Oostelijk Havengebied),"2,795 ",140 ,3 ,Upholstered,A Plus Apartments,+31204422170,https://www.pararius.com/apartment-for-rent/amsterdam/f55b2c63/j-f-van-hengelstraat
House Keverberg,1082 BD Amsterdam (Buitenveldert-West),"3,500 ",170 ,5 ,Upholstered,First Class Housing,+31208110811,https://www.pararius.com/house-for-rent/amsterdam/963ccd8f/keverberg
Apartment Arent Janszoon Ernststraat 43,1083 GP Amsterdam (Buitenveldert-Oost),"2,800 ",135 ,4 ,Furnished,The Brick Club,+31857600751,https://www.pararius.com/apartment-for-rent/amsterdam/9669b693/arent-janszoon-ernststraat
Apartment Amstel,1018 ES Amsterdam (Weesperbuurt/Plantage),"2,750 ",82 ,3 ,Furnished,Visch & Van Zeggelaar Amsterdam,+31202091911,https://www.pararius.com/apartment-for-rent/amsterdam/83798480/amstel
Apartment Vierwindenstraat,1013 LA Amsterdam (Haarlemmerbuurt),"7,500 ",236 ,9 ,Furnished,Peters & Partners,+31202250033,https://www.pararius.com/apartment-for-rent/amsterdam/e495959c/vierwindenstraat
House Adriënne Solserhof 2,1087 MT Amsterdam (IJburg Zuid),"3,750 ",176 ,4 ,Upholstered,KK Amsterdam,+31628798032,https://www.pararius.com/house-for-rent/amsterdam/53c7ff6e/adrienne-solserhof
Apartment Hoofdweg,1058 BC Amsterdam (Westindische Buurt),"3,000 ",155 ,6 ,Upholstered,Out Amsterdam,+31208118850,https://www.pararius.com/apartment-for-rent/amsterdam/1c7e95c0/hoofdweg
Apartment Venetiëhof 67,1019 NB Amsterdam (Oostelijk Havengebied),"2,250 ",102 ,4 ,Furnished,The Rental Agency Amsterdam,+31207799534,https://www.pararius.com/apartment-for-rent/amsterdam/bab01325/venetiehof
Apartment Prinsengracht 1069,1017 JG Amsterdam (Grachtengordel-Zuid),"3,750 ",142 ,3 ,Upholstered,AmsterHomes,+31208204421,https://www.pararius.com/apartment-for-rent/amsterdam/72f54b88/prinsengracht
Apartment Grote Bickersstraat 23 H,1013 KN Amsterdam (Haarlemmerbuurt),"2,000 ",62 ,2 ,Furnished,ViaDaan,/real-estate-agents/eindhoven/viadaan-nijmegen,https://www.pararius.com/apartment-for-rent/amsterdam/49a87bb7/grote-bickersstraat
Apartment Gelrestraat,1079 MZ Amsterdam (Scheldebuurt),"1,725 ",55 ,2 ,Undefined,Wooove B.V.,+31858085200,https://www.pararius.com/apartment-for-rent/amsterdam/bdedff57/gelrestraat
Apartment Hofgeest 15,"1102 EA Amsterdam (Bijlmer Centrum (D,F,H))","1,450 ",90 ,4 ,Upholstered,Heimstaden,+31207230920,https://www.pararius.com/apartment-for-rent/amsterdam/bdbd2665/hofgeest
Apartment Kribbestraat,1079 WV Amsterdam (Rijnbuurt),"2,150 ",58 ,3 ,Upholstered,BrinkBorgh Makelaardij,+31206709992,https://www.pararius.com/apartment-for-rent/amsterdam/81063ac6/kribbestraat
Apartment Vierwindenstraat,1013 CW Amsterdam (Haarlemmerbuurt),"2,300 ",95 ,3 ,Upholstered or furnished,BrinkBorgh Makelaardij,+31206709992,https://www.pararius.com/apartment-for-rent/amsterdam/440c14b9/vierwindenstraat
Apartment Cornelis Schuytstraat,1071 JH Amsterdam (Museumkwartier),"4,250 ",142 ,4 ,Undefined,Ramón Mossel Makelaardij,+31203052662,https://www.pararius.com/apartment-for-rent/amsterdam/42bdbfe6/cornelis-schuytstraat
Apartment Vrijheidslaan 75 2,1079 KG Amsterdam (Rijnbuurt),"2,500 ",65 ,3 ,Undefined,KNAP Makelaardij,+31202015533,https://www.pararius.com/apartment-for-rent/amsterdam/86ed6482/vrijheidslaan
Apartment H. Cleyndertweg 589,1025 DX Amsterdam (Buikslotermeer),"2,000 ",81 ,4 ,Furnished,Amsterdam Housing,+31206717266,https://www.pararius.com/apartment-for-rent/amsterdam/5adb01cd/h-cleyndertweg
Apartment Nieuwe Oostenburgerstraat 1 D,1018 MB Amsterdam (Oostelijke Eilanden/Kadijken),"3,000 ",120 ,5 ,Undefined,Rent a Stone,+31854884787,https://www.pararius.com/apartment-for-rent/amsterdam/e780d953/nieuwe-oostenburgerstraat
Apartment Veembroederhof 177,1019 HD Amsterdam (Oostelijk Havengebied),"3,000 ",146 ,3 ,Furnished,Van Huis Uit Makelaars,+31208903099,https://www.pararius.com/apartment-for-rent/amsterdam/c39daa06/veembroederhof
Apartment Hoofdweg,1058 BC Amsterdam (Westindische Buurt),"3,000 ",155 ,6 ,Upholstered,Out Amsterdam,+31208118850,https://www.pararius.com/apartment-for-rent/amsterdam/1c7e95c0/hoofdweg
Apartment Korte Prinsengracht 46 A,1013 GT Amsterdam (Haarlemmerbuurt),"4,675 ",170 ,5 ,Undefined,Broersma Makelaardij,+31203059777,https://www.pararius.com/apartment-for-rent/amsterdam/0596f505/korte-prinsengracht
Apartment Kalkmarkt,1011 BC Amsterdam (Nieuwmarkt/Lastage),"1,795 ",45 ,2 ,Furnished,HouseHunting Randstad,+31307210909,https://www.pararius.com/apartment-for-rent/amsterdam/ef9ed72e/kalkmarkt
Apartment Van Hallstraat,1051 GX Amsterdam (Staatsliedenbuurt),"1,975 ",50 ,2 ,Furnished,123Wonen Amsterdam,+31202246050,https://www.pararius.com/apartment-for-rent/amsterdam/b3315819/van-hallstraat
Apartment Marskramerstraat,1033 WG Amsterdam (Oostzanerwerf),"3,200 ",196 ,6 ,Undefined,Rebid,/real-estate-agents/amsterdam/rebid,https://www.pararius.com/apartment-for-rent/amsterdam/f415a997/marskramerstraat
Apartment Albert Cuypstraat,1072 CN Amsterdam (Oude Pijp),"2,500 ",100 ,3 ,Upholstered,Interhouse verhuurmakelaars Amsterdam,+31208450527,https://www.pararius.com/apartment-for-rent/amsterdam/9c441f8a/albert-cuypstraat
Apartment Keizersgracht,1017 ES Amsterdam (Grachtengordel-Zuid),"2,750 ",78 ,2 ,Furnished,Rotsvast Amsterdam,+31206627662,https://www.pararius.com/apartment-for-rent/amsterdam/0d75652f/keizersgracht
Apartment Keizersgracht,1017 ES Amsterdam (Grachtengordel-Zuid),"2,600 ",80 ,2 ,Furnished,Rotsvast Amsterdam,+31206627662,https://www.pararius.com/apartment-for-rent/amsterdam/9ba9f3cc/keizersgracht
Apartment Pieter de Hoochstraat,1071 ED Amsterdam (Museumkwartier),"3,700 ",130 ,3 ,Furnished,4-Freedom | Vastgoedbeheer,+31887704400,https://www.pararius.com/apartment-for-rent/amsterdam/ae73230c/pieter-de-hoochstraat
Apartment Hogewerf,1082 NG Amsterdam (Buitenveldert-Oost),"2,250 ",85 ,2 ,Furnished,Houses4let,+31648273540,https://www.pararius.com/apartment-for-rent/amsterdam/2ff95469/hogewerf
House Akerpolderstraat,1066 ET Amsterdam (Sloter-/Riekerpolder),"2,700 ",169 ,6 ,Upholstered,Brixt,+31208545363,https://www.pararius.com/house-for-rent/amsterdam/3a2238ed/akerpolderstraat
Apartment Prinsengracht 533 I,1016 HS Amsterdam (Grachtengordel-West),"1,900 ",40 ,2 ,Upholstered or furnished,Beekman makelaardij o.g. b.v.,+31206792020,https://www.pararius.com/apartment-for-rent/amsterdam/d812368c/prinsengracht
House Pijlkruidstraat 1,1087 CE Amsterdam (IJburg West),"2,750 ",135 ,5 ,Upholstered,Yourhome Makelaars,+31203706020,https://www.pararius.com/house-for-rent/amsterdam/f8dec1e9/pijlkruidstraat
Apartment Rie Mastenbroekstraat 47,1095 MJ Amsterdam (Zeeburgereiland/Nieuwe Diep),"1,750 ",70 ,3 ,Upholstered or furnished,IB Makelaars,+31202142035,https://www.pararius.com/apartment-for-rent/amsterdam/0166295c/rie-mastenbroekstraat
Apartment Tweede Jan van der Heijdenstraat,1073 VE Amsterdam (Oude Pijp),"4,500 ",149 ,5 ,Furnished,Lankhorst Makelaars,+31208005004,https://www.pararius.com/apartment-for-rent/amsterdam/d033b156/tweede-jan-van-der-heijdenstraat
Apartment Galileïplantsoen,1098 NC Amsterdam (Middenmeer),"3,500 ",140 ,4 ,Upholstered,Hammer Realty,+31633678994,https://www.pararius.com/apartment-for-rent/amsterdam/111feb66/galileiplantsoen
Apartment Borneostraat,1094 CJ Amsterdam (Indische Buurt West),"2,200 ",107 ,3 ,Furnished,The Rental Agency Amsterdam,+31207799534,https://www.pararius.com/apartment-for-rent/amsterdam/5404133b/borneostraat
Apartment Jan van Galenstraat 183 1,1056 BS Amsterdam (Van Galenbuurt),"1,650 ",50 ,2 ,Upholstered,The Tenants Group,/real-estate-agents/amsterdam/the-tenants-group,https://www.pararius.com/apartment-for-rent/amsterdam/53223067/jan-van-galenstraat
Apartment Hoofdweg,1058 BC Amsterdam (Westindische Buurt),"3,000 ",155 ,6 ,Upholstered,Out Amsterdam,+31208118850,https://www.pararius.com/apartment-for-rent/amsterdam/1c7e95c0/hoofdweg
Apartment Céramiquelaan,1031 KG Amsterdam (Noordelijke IJ-oevers West),"4,000 ",110 ,4 ,Furnished,I-housing,+31202619123,https://www.pararius.com/apartment-for-rent/amsterdam/d42753d4/ceramiquelaan
Apartment Nieuwezijds Voorburgwal 255,1012 RL Amsterdam (Burgwallen-Nieuwe Zijde),"2,650 ",111 ,3 ,Upholstered,Broersma Makelaardij,+31203059777,https://www.pararius.com/apartment-for-rent/amsterdam/a85c0001/nieuwezijds-voorburgwal
Apartment Lucellestraat,1055 HX Amsterdam (Landlust),"2,000 ",59 ,3 ,Upholstered,First Class Housing,+31208110811,https://www.pararius.com/apartment-for-rent/amsterdam/8c469681/lucellestraat
Apartment Cornelis Schuytstraat 25 2+3,1071 JD Amsterdam (Museumkwartier),"3,950 ",150 ,4 ,Upholstered,Prinsen Residence International,+31204538220,https://www.pararius.com/apartment-for-rent/amsterdam/2d5865cb/cornelis-schuytstraat
Apartment Grootzeil,1034 LV Amsterdam (Banne Buiksloot),"2,250 ",93 ,4 ,Furnished,123Wonen Amsterdam,+31202246050,https://www.pararius.com/apartment-for-rent/amsterdam/11dd1885/grootzeil
House Johannes Verhulststraat 151 H,1075 GW Amsterdam (Willemspark),"11,000 ",255 ,10 ,Upholstered,Hoen Vastgoedbeheer,+31203054477,https://www.pararius.com/house-for-rent/amsterdam/f29ea9bb/johannes-verhulststraat
Apartment S. F. van Ossstraat,1068 JN Amsterdam (Osdorp-Oost),"1,550 ",55 ,2 ,Furnished,Expats. Amsterdam Rentals,/real-estate-agents/amsterdam/expats-amsterdam-rentals-2,https://www.pararius.com/apartment-for-rent/amsterdam/c9ea6bbb/s-f-van-ossstraat
Apartment Geldersekade 45 A,1011 EJ Amsterdam (Nieuwmarkt/Lastage),"1,600 ",46 ,1 room,Undefined,Rent a Stone,+31854884787,https://www.pararius.com/apartment-for-rent/amsterdam/bda19462/geldersekade
House Schapenburgerpad 20,1071 ZA Amsterdam (Museumkwartier),"4,000 ",198 ,6 ,Upholstered or furnished,Ter Haar Makelaars B.V.,+31205736000,https://www.pararius.com/house-for-rent/amsterdam/5d198026/schapenburgerpad
Apartment Korte Ouderkerkerdijk 1 C1,1096 AC Amsterdam (Omval/Overamstel),"3,850 ",139 ,3 ,Undefined,Broersma Makelaardij,+31203059777,https://www.pararius.com/apartment-for-rent/amsterdam/16428779/korte-ouderkerkerdijk
Apartment Gustav Mahlerlaan 359,1082 MK Amsterdam (Zuidas),"5,850 ",132 ,3 ,Upholstered or furnished,Engel en Volkers Amsterdam,+31207162418,https://www.pararius.com/apartment-for-rent/amsterdam/a96a5101/gustav-mahlerlaan
Apartment Gustav Mahlerplein 285 PH,1082 MS Amsterdam (Zuidas),"8,000 ",193 ,4 ,Furnished,Broersma Makelaardij,+31203059777,https://www.pararius.com/apartment-for-rent/amsterdam/67fa5f60/gustav-mahlerplein
Apartment Prinsengracht,1017 JV Amsterdam (Grachtengordel-Zuid),"3,000 ",110 ,3 ,Upholstered,Hollandsche Makelaardij,+31640592129,https://www.pararius.com/apartment-for-rent/amsterdam/ec18994c/prinsengracht
Apartment Tweede Jan Steenstraat 25 H,1073 VL Amsterdam (Oude Pijp),"2,675 ",83 ,3 ,Furnished,Huizenbalie.nl,+31851309111,https://www.pararius.com/apartment-for-rent/amsterdam/8982f430/tweede-jan-steenstraat
Apartment Pieter Cornelisz. Hooftstraat,1071 BM Amsterdam (Museumkwartier),"2,495 ",70 ,3 ,Undefined,Mar. J. Heule,+31206766633,https://www.pararius.com/apartment-for-rent/amsterdam/28bf42cf/pieter-cornelisz-hooftstraat
Apartment Van Baerlestraat 14 3,1071 AW Amsterdam (Museumkwartier),"2,800 ",162 ,4 ,Upholstered,Amsterdamse Maatschappij,+31202050787,https://www.pararius.com/apartment-for-rent/amsterdam/cc268b9e/van-baerlestraat
Apartment Tommaso Albinonistraat 166,1083 HM Amsterdam (Zuidas),"5,000 ",197 ,5 ,Upholstered,JLG Real Estate,+31203300031,https://www.pararius.com/apartment-for-rent/amsterdam/262cb71c/tommaso-albinonistraat
Apartment Den Texstraat 8 B,1017 ZA Amsterdam (De Weteringschans),"3,400 ",126 ,3 ,Upholstered or furnished,Consilium BV,+31207512636,https://www.pararius.com/apartment-for-rent/amsterdam/dc30abe9/den-texstraat
Apartment Johannes Verhulststraat,1071 NE Amsterdam (Museumkwartier),"3,200 ",135 ,5 ,Upholstered,Rotsvast Amsterdam,+31206627662,https://www.pararius.com/apartment-for-rent/amsterdam/276fa1c7/johannes-verhulststraat
House Prinseneiland 59,1013 LM Amsterdam (Haarlemmerbuurt),"2,950 ",120 ,3 ,Furnished,Urban Homies,+31202617463,https://www.pararius.com/house-for-rent/amsterdam/a7f37a08/prinseneiland
Apartment Nieuwendijk,1012 MP Amsterdam (Burgwallen-Nieuwe Zijde),"3,000 ",92 ,3 ,Furnished,The Perfect House,+31202441918,https://www.pararius.com/apartment-for-rent/amsterdam/7e7f88d3/nieuwendijk
Apartment Recht Boomssloot 14 E,1011 EA Amsterdam (Nieuwmarkt/Lastage),"3,950 ",145 ,4 ,Furnished,Broersma Makelaardij,+31203059777,https://www.pararius.com/apartment-for-rent/amsterdam/bc3dc2cb/recht-boomssloot
Apartment Keizersgracht 391 E,1016 EJ Amsterdam (Grachtengordel-West),"2,700 ",109 ,4 ,Upholstered,LIV Residential,/real-estate-agents/amsterdam/liv-residential-amsterdam-4,https://www.pararius.com/apartment-for-rent/amsterdam/45011e16/keizersgracht
House Le Tourmalet 26,1060 NX Amsterdam (Middelveldsche Akerpolder),"2,000 ",134 ,4 ,Upholstered,Amsterdam Housing,+31206717266,https://www.pararius.com/house-for-rent/amsterdam/a206be85/le-tourmalet
Apartment Leliegracht 25 B,1016 GR Amsterdam (Grachtengordel-West),"2,850 ",92 ,3 ,Undefined,Ter Haar Makelaars B.V.,+31205736000,https://www.pararius.com/apartment-for-rent/amsterdam/14a5ed41/leliegracht
Apartment Bilderdijkkade,1053 VK Amsterdam (Van Lennepbuurt),"2,700 ",115 ,2 ,Furnished,RE/MAX Pro,+31203331110,https://www.pararius.com/apartment-for-rent/amsterdam/5906275d/bilderdijkkade
Apartment Solitudolaan,1096 DS Amsterdam (Omval/Overamstel),"6,500 ",204 ,7 ,Undefined,Mar. J. Heule,+31206766633,https://www.pararius.com/apartment-for-rent/amsterdam/27041905/solitudolaan
House Lindenstraat 3,1015 KV Amsterdam (Jordaan),"4,500 ",144 ,9 ,Upholstered or furnished,De Graaf & Groot Makelaars,+31206627140,https://www.pararius.com/house-for-rent/amsterdam/8736c8a2/lindenstraat
Apartment Baarsjesweg,1058 AD Amsterdam (Westindische Buurt),"2,500 ",50 ,2 ,Furnished,Amsterdam Rentals,+31206207818,https://www.pararius.com/apartment-for-rent/amsterdam/3671c460/baarsjesweg
Apartment Rooseveltlaan,1079 AB Amsterdam (Scheldebuurt),"2,800 ",143 ,5 ,Upholstered,BrinkBorgh Makelaardij,+31206709992,https://www.pararius.com/apartment-for-rent/amsterdam/f260210b/rooseveltlaan
Apartment Hoofdweg,1058 BC Amsterdam (Westindische Buurt),"3,000 ",155 ,6 ,Upholstered,Out Amsterdam,+31208118850,https://www.pararius.com/apartment-for-rent/amsterdam/1c7e95c0/hoofdweg
Apartment Haparandaweg,1013 BD Amsterdam (Houthavens),"1,488 ",49 ,1 room,Undefined,Wooove B.V.,+31858085200,https://www.pararius.com/apartment-for-rent/amsterdam/a55707c7/haparandaweg
Apartment Osdorpplein,1068 TD Amsterdam (Osdorp-Oost),"1,700 ",73 ,3 ,Undefined,Rebid,/real-estate-agents/amsterdam/rebid,https://www.pararius.com/apartment-for-rent/amsterdam/6b90a998/osdorpplein
